epoch,height,active_validators,total_stake,gini_coefficient,avg_synergy_score,finality_rate,slashing_events,governance_participation,cartel_control,byzantine_stake_ratio
0,32,100,999999.9999999993,0.6810709225030713,39.75483870967742,1.0,0,0.77,0.27001578555777556,0.10768089385465436
1,64,100,999999.9999999993,0.6810709225030713,193.9809523809524,1.0,0,1.56,0.27001578555777556,0.10768089385465436
2,96,100,999999.9999999993,0.6810709225030713,196.14315789473687,1.0,0,1.165,0.27001578555777556,0.10768089385465436
3,128,100,999999.9999999993,0.6810709225030713,195.5443569553806,1.0,0,1.0433333333333332,0.27001578555777556,0.10768089385465436
4,160,100,999999.9999999993,0.6810709225030713,196.7163522012579,1.0,0,0.9725,0.27001578555777556,0.10768089385465436
5,192,100,999999.9999999993,0.6810709225030713,195.89319371727754,1.0,0,0.928,0.27001578555777556,0.10768089385465436
6,224,100,999999.9999999993,0.6810709225030713,194.94469357249628,1.0,0,0.8983333333333333,0.27001578555777556,0.10768089385465436
7,256,100,999999.9999999993,0.6810709225030713,194.2886274509804,1.0,0,0.8771428571428571,0.27001578555777556,0.10768089385465436
8,288,100,999999.9999999993,0.6810709225030713,193.76202090592338,1.0,0,0.86,0.27001578555777556,0.10768089385465436
9,320,100,999999.9999999993,0.6810709225030713,193.12211772901432,1.0,0,0.8477777777777777,0.27001578555777556,0.10768089385465436
10,352,100,999999.9999999993,0.6810709225030713,192.83247863247863,1.0,0,0.842,0.27001578555777556,0.10768089385465436
11,384,100,999999.9999999993,0.6810709225030713,193.35618324234514,1.0,0,0.8372727272727273,0.27001578555777556,0.10768089385465436
12,416,100,999999.9999999993,0.6810709225030713,193.79879518072292,1.0,0,0.835,0.27001578555777556,0.10768089385465436
13,448,100,999999.9999999993,0.6810709225030713,194.4482533126828,1.0,0,0.8284615384615385,0.27001578555777556,0.10768089385465436
14,480,100,999999.9999999993,0.6810709225030713,194.13939755442888,1.0,0,0.8264285714285714,0.27001578555777556,0.10768089385465436
15,512,100,999999.9999999993,0.6810709225030713,194.5375081539465,1.0,0,0.8213333333333334,0.27001578555777556,0.10768089385465436
16,544,100,999999.9999999993,0.6810709225030713,194.27108655616942,1.0,0,0.81625,0.27001578555777556,0.10768089385465436
17,576,100,999999.9999999993,0.6810709225030713,193.8912327365729,1.0,0,0.8129411764705883,0.27001578555777556,0.10768089385465436
18,608,100,999999.9999999993,0.6810709225030713,193.81914698883395,1.0,0,0.8127777777777778,0.27001578555777556,0.10768089385465436
19,640,100,999999.9999999993,0.6810709225030713,194.2647887323944,1.0,0,0.8110526315789474,0.27001578555777556,0.10768089385465436
20,672,100,999999.9999999993,0.6810709225030713,194.33189269746651,1.0,0,0.8095,0.27001578555777556,0.10768089385465436
21,704,100,999999.9999999993,0.6810709225030713,194.41921018763125,1.0,0,0.8114285714285714,0.27001578555777556,0.10768089385465436
22,736,100,999999.9999999993,0.6810709225030713,195.14636982065556,1.0,0,0.8095454545454546,0.27001578555777556,0.10768089385465436
23,768,100,999999.9999999993,0.6810709225030713,195.10111671673943,1.0,0,0.8078260869565217,0.27001578555777556,0.10768089385465436
24,800,100,999999.9999999993,0.6810709225030713,195.07914059240724,1.0,0,0.805,0.27001578555777556,0.10768089385465436
25,832,100,999999.9999999993,0.6810709225030713,194.8151143200963,1.0,0,0.804,0.27001578555777556,0.10768089385465436
26,864,100,999999.9999999993,0.6810709225030713,194.85964881005435,1.0,0,0.8042307692307692,0.27001578555777556,0.10768089385465436
27,896,100,999999.9999999993,0.6810709225030713,195.13469894475483,1.0,0,0.8022222222222222,0.27001578555777556,0.10768089385465436
28,928,100,999999.9999999993,0.6810709225030713,194.94902142086607,1.0,0,0.7992857142857143,0.27001578555777556,0.10768089385465436
29,960,100,999999.9999999993,0.6810709225030713,194.58632915033624,1.0,0,0.796896551724138,0.27001578555777556,0.10768089385465436
30,992,100,999999.9999999993,0.6810709225030713,194.31651530440632,1.0,0,0.7946666666666666,0.27001578555777556,0.10768089385465436
31,1024,100,999999.9999999993,0.6810709225030713,194.05317693059632,1.0,0,0.7935483870967742,0.27001578555777556,0.10768089385465436
32,1056,100,999999.9999999993,0.6810709225030713,193.99796208530802,1.0,0,0.7925,0.27001578555777556,0.10768089385465436
33,1088,100,999999.9999999993,0.6810709225030713,193.9497755847342,1.0,0,0.7918181818181819,0.27001578555777556,0.10768089385465436
34,1120,100,999999.9999999993,0.6810709225030713,193.96754455133262,1.0,0,0.7917647058823529,0.27001578555777556,0.10768089385465436
35,1152,100,999999.9999999993,0.6810709225030713,194.08678168052626,1.0,0,0.7914285714285715,0.27001578555777556,0.10768089385465436
