id,final_stake,final_synergy_score,blocks_proposed,blocks_attested,governance_votes,slashing_count,strategy,is_active,reputation_mean,reputation_std
val_0000,2687.8355846287827,210.89550107828842,37,3163,83,0,honest,True,210.57963097313083,0.2801018666965685
val_0001,47118.75918014989,228.7804056837366,38,3162,83,0,honest,True,228.38137449529694,0.3169099707696544
val_0002,10286.193197472609,192.28565450924722,23,2541,77,0,opportunistic,True,192.5248765354637,0.6475489523584048
val_0003,6131.497066273555,214.2931676911483,37,3163,84,0,honest,True,213.99974858450943,0.26150577357169036
val_0004,876.1030044956317,204.6728778218279,42,3158,80,0,honest,True,205.67042578841708,0.7002100197260607
val_0005,875.9468961951552,191.65132191937747,34,3166,74,0,honest,True,193.26737346624978,1.2654810595535078
val_0006,297.81909594087267,215.55539086457395,51,3149,85,0,honest,True,215.2448567158715,0.27621112485894667
val_0007,20651.628388214987,82.39593984506027,12,962,30,0,byzantine,True,82.38111947624559,0.5544984801520855
val_0008,6186.658006143382,204.66436263504522,41,3159,78,0,honest,True,205.64679698143985,0.774765285548204
val_0009,9310.886012413957,49.81110499937483,12,1628,12,0,lazy,True,48.731527634219404,0.7594561235771862
val_0010,102.17435869055163,80.86195966741077,14,992,34,0,byzantine,True,81.59034119545016,0.5866132277081659
val_0011,68322.74157823005,224.24593617395217,48,3152,76,0,honest,True,225.24999130469624,0.7438103017974173
val_0012,16758.924081993322,210.6884007511077,39,3161,79,0,honest,True,210.31496401746227,0.412319247383419
val_0013,1262.1765924680844,210.32523748142413,37,3163,83,0,honest,True,211.48888908185597,0.8530008631626168
val_0014,1047.5036605527473,70.85149141531062,11,999,28,0,byzantine,True,70.72095142899713,0.6260974226104696
val_0015,1058.2873043109214,195.201986286829,29,3171,75,0,honest,True,195.45785998960957,0.660313122425765
val_0016,2001.991421442311,223.30505137042476,42,3158,89,0,honest,True,223.13277872525276,0.16379279059138346
val_0017,4698.3546262165455,198.84948087751843,47,2519,79,0,opportunistic,True,198.3612147508162,0.37625879938134177
val_0018,3351.0330009628638,33.36784601556414,4,1552,6,0,lazy,True,33.284603121678934,0.37208934237471114
val_0019,1887.5668322694112,206.64752470418037,38,3162,81,0,honest,True,206.167095461075,0.4852122337049319
val_0020,6434.5826459020445,189.60930184437666,32,3168,71,0,honest,True,190.2991522043304,0.547654552791187
val_0021,770.8652859027587,196.32490431910313,40,3160,75,0,honest,True,195.66694351100026,0.4598606871634538
val_0022,1895.5021719602332,201.9350837962141,32,3168,78,0,honest,True,201.43852648123072,0.45363856503308947
val_0023,2601.556683255056,199.9472254311083,30,3168,77,0,adaptive,True,201.72890595389595,1.4629962511824186
val_0024,3664.2042020439517,42.424188284838415,8,1581,10,0,lazy,True,41.11029634003126,0.8290900131059239
val_0025,13083.213196954575,233.34800547227667,38,3162,92,0,honest,True,233.23597264756242,0.112031540828632
val_0026,1171.4181202198238,43.80988918897223,11,1580,12,0,lazy,True,44.088696531962675,0.20850201662999673
val_0027,4524.206314609849,206.01958397863382,42,3158,80,0,honest,True,205.61109869458,0.37186961486045766
val_0028,5993.7901115356635,196.96690483719783,26,2537,79,0,opportunistic,True,198.0134206454594,0.7937421632955459
val_0029,235.75413163351325,199.81365839608017,37,3163,78,0,honest,True,199.38553329832888,0.3731126006877714
val_0030,6333.757541154109,220.54721310894638,38,3162,87,0,honest,True,220.3229252916384,0.20477180466123174
val_0031,971.3520315820557,191.1268081373334,29,3171,73,0,honest,True,190.5934914049876,0.4580998649354731
val_0032,335.609796241172,205.57660122081,34,3166,81,0,honest,True,205.11535976225233,0.34560282093717326
val_0033,45812.47741797522,234.8811748756716,43,3157,86,0,honest,True,234.61325506494904,0.25649911647073853
val_0034,61908.06307969134,80.12901188869166,12,915,22,0,byzantine,True,80.60466507791098,0.3974332363671706
val_0035,14699.920871267355,208.29473811557432,43,3157,79,0,honest,True,207.71060685938602,0.401743049770407
val_0036,2005.3106046074906,223.38140248851732,43,3154,89,0,adaptive,True,223.00309868053185,0.19805990688535655
val_0037,518.9664778591923,193.75380210672463,36,3164,75,0,honest,True,193.0943181155164,0.5420958477329646
val_0038,8463.047092778665,199.25501400668784,38,2522,80,0,opportunistic,True,198.75423821909203,0.39598853651371196
val_0039,3455.0495778608256,198.29342838369075,30,3170,77,0,honest,True,197.77622453449123,0.44641457474104534
val_0040,663.2967471157306,224.5647051864166,40,3160,90,0,honest,True,224.29505027811388,0.23977789955949746
val_0041,4224.272597855164,207.91981251213394,41,3159,81,0,honest,True,207.5661535850374,0.3133989796735605
val_0042,172.72069858789268,205.73651591622823,36,3164,81,0,honest,True,205.33890429326223,0.42233556157770663
val_0043,28937.00563598763,225.88571380819502,41,3159,84,0,honest,True,225.60794805457138,0.2602372412974406
val_0044,1616.910819029436,210.69220150652816,39,3161,83,0,honest,True,212.41072898258287,1.3342128800821944
val_0045,7778.769586809818,200.81066255794866,37,3163,77,0,honest,True,200.35312433225226,0.40503415119559033
val_0046,2069.2900324486786,199.08411558228934,24,3176,78,0,honest,True,198.6328726654679,0.38586655138936954
val_0047,4619.971378075794,200.89213429121853,31,3169,77,0,honest,True,200.3040008129375,0.45447437457891227
val_0048,5083.26233405476,220.94729636402474,46,3154,87,0,honest,True,220.70255811600967,0.23973159557101326
val_0049,1068.2168291154167,207.777310886922,33,3167,82,0,honest,True,207.24054131983306,0.35136763296105167
val_0050,67782.57303636374,236.33863949048407,50,3147,82,0,adaptive,True,235.83606571067966,0.33630221131808274
val_0051,12471.164179267422,200.44234804025018,35,3165,76,0,honest,True,199.96112144259013,0.4230738994724459
val_0052,40164.25185341503,221.62059321091934,35,3165,80,0,honest,True,221.17359464772073,0.35961504746327233
val_0053,25524.75884151291,213.969664320436,37,3163,80,0,honest,True,214.27424472436556,0.6791595403140896
val_0054,6114.578494639113,197.89971376639886,35,3165,76,0,honest,True,198.86912553607118,0.7325284652640572
val_0055,32723.568470763188,216.06687299157147,48,3152,79,0,honest,True,216.97580727061683,0.6567917252754092
val_0056,466.26396544134974,204.95908287516522,46,3154,80,0,honest,True,206.6815796669091,1.3367542065639062
val_0057,1145.4183619313342,215.88899958085642,33,3167,86,0,honest,True,215.6125231708524,0.2569004403043984
val_0058,229.3018564130142,213.83995646016635,36,3164,85,0,honest,True,214.9633984305278,0.7678987332776782
val_0059,2195.1950100252266,213.28132270484778,42,3158,83,0,honest,True,212.9967950670821,0.25664707974704826
val_0060,2841.501474569279,208.71169507958305,35,3165,82,0,honest,True,208.34547213825152,0.3402363005993571
val_0061,1719.363303471393,214.4359810389897,36,3164,85,0,honest,True,214.06645731525978,0.323779706823073
val_0062,16410.408195928823,216.83467079176745,41,3159,83,0,honest,True,218.00543556729784,0.8562261564689998
val_0063,2502.5304585326503,208.91371217488768,38,3162,82,0,honest,True,208.57329524749395,0.40207471604709527
val_0064,1799.4973783618814,47.76391943091382,5,1613,13,0,lazy,True,46.7357114234024,0.7430719008100289
val_0065,5010.586108149574,216.6527514987791,44,3156,85,0,honest,True,216.35840450643286,0.2797791540949362
val_0066,779.8410338832417,43.54072318719784,11,1570,11,0,lazy,True,43.741270814166576,0.3707873933611468
val_0067,14237.37258262064,203.73170925799226,40,3160,76,0,honest,True,204.68265641530218,0.67088056085792
val_0068,387.89042285893396,206.27600832938305,35,2564,85,0,opportunistic,True,206.75776723314863,0.7916488610158525
val_0069,124275.65676723995,243.93168922591556,42,3158,75,0,honest,True,243.30066296080358,0.4435525035478205
val_0070,12303.520619987423,210.13869521582902,32,3168,80,0,honest,True,209.6693752661972,0.3419886639762184
