epoch,height,active_validators,total_stake,gini_coefficient,avg_synergy_score,finality_rate,slashing_events,governance_participation,cartel_control,byzantine_stake_ratio
0,32,100,999999.9999999993,0.6810709225030713,41.67741935483871,1.0,0,0.69,0.0,0.10028430750407424
1,64,100,999999.9999999993,0.6810709225030713,179.8730158730159,1.0,0,1.41,0.0,0.10028430750407424
2,96,100,999999.9999999993,0.6810709225030713,182.9663157894737,1.0,0,1.05,0.0,0.10028430750407424
3,128,100,999999.9999999993,0.6810709225030713,182.06299212598427,1.0,0,0.9433333333333334,0.0,0.10028430750407424
4,160,100,999999.9999999993,0.6810709225030713,183.55786163522015,1.0,0,0.8725,0.0,0.10028430750407424
5,192,100,999999.9999999993,0.6810709225030713,181.66073298429322,1.0,0,0.842,0.0,0.10028430750407424
6,224,100,999999.9999999993,0.6810709225030713,182.3781763826607,1.0,0,0.82,0.0,0.10028430750407424
7,256,100,999999.9999999993,0.6810709225030713,182.61064425770314,1.0,0,0.8028571428571428,0.0,0.10028430750407424
8,288,100,999999.9999999993,0.6810709225030713,182.54459930313587,1.0,0,0.785,0.0,0.10028430750407424
9,320,100,999999.9999999993,0.6810709225030713,181.59693486590038,1.0,0,0.7711111111111111,0.0,0.10028430750407424
10,352,100,999999.9999999993,0.6810709225030713,180.82165242165237,1.0,0,0.768,0.0,0.10028430750407424
11,384,100,999999.9999999993,0.6810709225030713,181.66351768336105,1.0,0,0.759090909090909,0.0,0.10028430750407424
12,416,100,999999.9999999993,0.6810709225030713,181.17823293172697,1.0,0,0.7575,0.0,0.10028430750407424
13,448,100,999999.9999999993,0.6810709225030713,181.82736189984513,1.0,0,0.7507692307692307,0.0,0.10028430750407424
14,480,100,999999.9999999993,0.6810709225030713,181.4218908440203,1.0,0,0.745,0.0,0.10028430750407424
15,512,100,999999.9999999993,0.6810709225030713,181.057273320287,1.0,0,0.7373333333333333,0.0,0.10028430750407424
16,544,100,999999.9999999993,0.6810709225030713,180.2536832412523,1.0,0,0.73625,0.0,0.10028430750407424
17,576,100,999999.9999999993,0.6810709225030713,180.5910179028133,1.0,0,0.731764705882353,0.0,0.10028430750407424
18,608,100,999999.9999999993,0.6810709225030713,180.2327658795534,1.0,0,0.7327777777777778,0.0,0.10028430750407424
19,640,100,999999.9999999993,0.6810709225030713,180.863388518244,1.0,0,0.7357894736842105,0.0,0.10028430750407424
20,672,100,999999.9999999993,0.6810709225030713,181.8321907600597,1.0,0,0.734,0.0,0.10028430750407424
21,704,100,999999.9999999993,0.6810709225030713,181.83342139131616,1.0,0,0.7271428571428571,0.0,0.10028430750407424
22,736,100,999999.9999999993,0.6810709225030713,180.84811379097096,1.0,0,0.7281818181818182,0.0,0.10028430750407424
23,768,100,999999.9999999993,0.6810709225030713,181.3465903293464,1.0,0,0.7273913043478261,0.0,0.10028430750407424
24,800,100,999999.9999999993,0.6810709225030713,181.45821860659154,1.0,0,0.7258333333333333,0.0,0.10028430750407424
25,832,100,999999.9999999993,0.6810709225030713,181.39995186522273,1.0,0,0.7232,0.0,0.10028430750407424
26,864,100,999999.9999999993,0.6810709225030713,181.11122203404938,1.0,0,0.7219230769230769,0.0,0.10028430750407424
27,896,100,999999.9999999993,0.6810709225030713,181.06385267949514,1.0,0,0.7225925925925926,0.0,0.10028430750407424
28,928,100,999999.9999999993,0.6810709225030713,181.39252581291413,1.0,0,0.7196428571428571,0.0,0.10028430750407424
29,960,100,999999.9999999993,0.6810709225030713,181.0022221423178,1.0,0,0.7182758620689655,0.0,0.10028430750407424
30,992,100,999999.9999999993,0.6810709225030713,180.90541540531453,1.0,0,0.7183333333333334,0.0,0.10028430750407424
31,1024,100,999999.9999999993,0.6810709225030713,181.0584555229717,1.0,0,0.7135483870967742,0.0,0.10028430750407424
32,1056,100,999999.9999999993,0.6810709225030713,180.2727488151659,1.0,0,0.71125,0.0,0.10028430750407424
33,1088,100,999999.9999999993,0.6810709225030713,179.9680967912799,1.0,0,0.7109090909090909,0.0,0.10028430750407424
34,1120,100,999999.9999999993,0.6810709225030713,180.0307417336908,1.0,0,0.7105882352941176,0.0,0.10028430750407424
35,1152,100,999999.9999999993,0.6810709225030713,180.09085267469288,1.0,0,0.7108571428571429,0.0,0.10028430750407424
36,1184,100,999999.9999999993,0.6810709225030713,180.25468207006668,1.0,0,0.7102777777777778,0.0,0.10028430750407424
37,1216,100,999999.9999999993,0.6810709225030713,180.25539317094876,1.0,0,0.71,0.0,0.10028430750407424
38,1248,100,999999.9999999993,0.6810709225030713,180.30165027645293,1.0,0,0.7092105263157895,0.0,0.10028430750407424
39,1280,100,999999.9999999993,0.6810709225030713,180.24078105892022,1.0,0,0.7092307692307692,0.0,0.10028430750407424
40,1312,100,999999.9999999993,0.6810709225030713,180.33447749809312,1.0,0,0.7065,0.0,0.10028430750407424
41,1344,100,999999.9999999993,0.6810709225030713,179.88612316800763,1.0,0,0.7070731707317073,0.0,0.10028430750407424
42,1376,100,999999.9999999993,0.6810709225030713,180.08514632034638,1.0,0,0.7073809523809523,0.0,0.10028430750407424
43,1408,100,999999.9999999993,0.6810709225030713,180.22414174972312,1.0,0,0.707906976744186,0.0,0.10028430750407424
44,1440,100,999999.9999999993,0.6810709225030713,180.39866068608254,1.0,0,0.706590909090909,0.0,0.10028430750407424
45,1472,100,999999.9999999993,0.6810709225030713,180.2128559558879,1.0,0,0.7066666666666667,0.0,0.10028430750407424
46,1504,100,999999.9999999993,0.6810709225030713,180.29253955856404,1.0,0,0.7069565217391305,0.0,0.10028430750407424
