id,final_stake,final_synergy_score,blocks_proposed,blocks_attested,governance_votes,slashing_count,strategy,is_active,reputation_mean,reputation_std
val_0061,1719.363303471393,206.594341938587,177,15823,405,0,honest,True,206.50436039234373,0.06530740901305056
val_0062,16410.408195928823,217.4871155019637,204,15796,416,0,honest,True,217.43849034583164,0.07439644273148244
val_0063,2502.5304585326503,68.4075597619754,63,4689,135,0,byzantine,True,68.24889012765726,0.1296392090583365
val_0064,1799.4973783618814,37.29064675358089,36,7856,40,0,lazy,True,37.310179745997395,0.024607758502297176
val_0065,5010.586108149574,205.69448011367436,221,15779,397,0,honest,True,205.75701416621635,0.12974543775925076
val_0066,779.8410338832417,40.06341887719926,39,7975,47,0,lazy,True,40.096887285280886,0.031360444308269064
val_0067,14237.37258262064,201.60823068729994,197,15803,378,0,honest,True,201.5211785682537,0.09092532636035616
val_0068,387.89042285893396,196.32726161511272,182,12681,400,0,opportunistic,True,196.38990224614136,0.1377288166946362
val_0069,124275.65676723995,261.04246395544607,240,15760,415,0,honest,True,260.9567655201975,0.07025694815284947
val_0070,12303.520619987423,209.0082318107402,203,15797,399,0,honest,True,209.0680874248594,0.13356492085486524
val_0071,1164.6498412737972,208.54475164078818,167,15830,410,0,adaptive,True,208.87033977312356,0.2584915174369296
val_0072,27.06374617738936,202.50427292210128,150,15850,398,0,honest,True,202.42595445306765,0.06756017558976514
val_0073,15258.278900040013,200.93878035998236,163,12656,398,0,opportunistic,True,201.02142450048453,0.1704781747488117
val_0074,9264.898137549326,210.7516801736994,192,15808,407,0,honest,True,210.68413355078937,0.059492925407787854
val_0075,10156.606338882428,198.977339734188,183,12649,397,0,opportunistic,True,198.903040464309,0.06485792534994703
val_0076,12247.754980061589,206.30687534860093,173,15827,394,0,honest,True,206.1970925296213,0.08111657500767915
val_0077,385.08302975169426,71.61859994772247,67,4669,145,0,byzantine,True,71.61459454243354,0.11261349883697269
val_0078,2519.997512221559,41.99438830953079,39,7989,51,0,lazy,True,41.87722671372912,0.1705772775113585
val_0079,626.1279642588223,40.38773431499732,37,7989,48,0,lazy,True,40.431508597266216,0.03294884494372945
val_0080,20231.52332960269,215.13833025052077,192,15808,407,0,honest,True,215.3211408206875,0.1302547400881687
val_0081,6711.743805372898,208.25799675515486,180,15820,404,0,honest,True,208.19973363314483,0.07536809268852944
val_0082,2247.8937591670183,203.44605516172436,188,15812,395,0,honest,True,203.3553177456087,0.07667690627203798
val_0083,327.4717788191386,193.45748043489564,176,12724,393,0,opportunistic,True,193.3520463329877,0.07363667040133487
val_0084,2062.6700207761,201.16294483703513,179,15820,391,0,adaptive,True,201.08039974659357,0.08824129479777425
val_0085,2193.813382861102,204.48759567191814,164,15836,399,0,honest,True,204.40317753025766,0.07513482577906744
val_0086,10182.404216578396,208.28634626565255,173,15827,401,0,honest,True,208.17318372796603,0.07247589716221213
val_0087,7077.33778083014,44.348134145688476,49,7941,51,0,lazy,True,44.38604230046073,0.03501768175991273
val_0088,24029.41432358156,213.51857804147468,195,15805,399,0,honest,True,213.44427606984374,0.06512491423196988
val_0089,3887.0335754033954,72.5978007110548,63,4862,143,0,byzantine,True,72.45498817839554,0.11481537671755931
val_0090,648.5199956077901,194.39172663889966,191,12737,394,0,opportunistic,True,194.59081191868626,0.1368194970380671
val_0091,9510.242140892538,204.96857845409215,180,15820,393,0,honest,True,204.87444429299626,0.07911722279823066
val_0092,11671.76693230951,211.1068897204803,165,15835,407,0,honest,True,211.18235724767203,0.14393757481649883
val_0093,5356.263041175726,210.435633757445,194,15806,410,0,honest,True,210.37083885303343,0.05726233632592578
val_0094,12230.485606773122,212.45122379628484,197,15803,408,0,honest,True,212.36410282377906,0.0744179727202834
val_0095,4203.266283299087,206.64706777520212,153,15847,404,0,honest,True,206.57418283509244,0.06313432033981213
val_0096,4664.365603511014,203.4665627253004,182,12607,413,0,opportunistic,True,203.37337496342403,0.059692627518156106
val_0097,3296.245730551757,200.12317308339317,182,15818,387,0,honest,True,200.29827305503258,0.1256201270513921
val_0098,126.69250961226385,202.0659883315444,200,15800,394,0,honest,True,201.98768272969102,0.06852613550758332
val_0099,578.6994145010945,39.16135777295544,37,7987,45,0,lazy,True,39.05028166329606,0.16557772122181288
