epoch,height,active_validators,total_stake,gini_coefficient,avg_synergy_score,finality_rate,slashing_events,governance_participation,cartel_control,byzantine_stake_ratio
59,1920,100,999528.8124081979,0.6809630031120741,148.13188942883528,1.0,1,0.5716949152542373,0.0,0.30178311105363603
60,1952,100,999528.8124081979,0.6809630031120741,148.02216790060027,1.0,1,0.573,0.0,0.30178311105363603
61,1984,100,999528.8124081979,0.6809630031120741,148.30948611056516,1.0,1,0.5724590163934427,0.0,0.30178311105363603
62,2016,100,999528.8124081979,0.6809630031120741,148.2291416542563,1.0,1,0.5729032258064516,0.0,0.30178311105363603
63,2048,100,999528.8124081979,0.6809630031120741,148.340827396392,1.0,1,0.5722222222222222,0.0,0.30178311105363603
64,2080,100,999528.8124081979,0.6809630031120741,148.23443113720467,1.0,1,0.57203125,0.0,0.30178311105363603
65,2112,100,999528.8124081979,0.6809630031120741,148.22349764561903,1.0,1,0.571076923076923,0.0,0.30178311105363603
66,2144,100,999528.8124081979,0.6809630031120741,148.06643644580137,1.0,1,0.5703030303030303,0.0,0.30178311105363603
67,2176,100,999528.8124081979,0.6809630031120741,147.9411575990723,1.0,1,0.5711940298507463,0.0,0.30178311105363603
68,2208,100,999528.8124081979,0.6809630031120741,148.14653701294208,1.0,1,0.5714705882352941,0.0,0.30178311105363603
69,2240,100,999528.8124081979,0.6809630031120741,148.22466377270973,1.0,1,0.5714492753623188,0.0,0.30178311105363603
70,2272,100,999528.8124081979,0.6809630031120741,148.24528613946669,1.0,1,0.5721428571428572,0.0,0.30178311105363603
71,2304,100,999528.8124081979,0.6809630031120741,148.40356772121035,1.0,1,0.572112676056338,0.0,0.30178311105363603
72,2336,100,999528.8124081979,0.6809630031120741,148.41741335076992,1.0,1,0.5711111111111111,0.0,0.30178311105363603
73,2368,100,999528.8124081979,0.6809630031120741,148.23989407313186,1.0,1,0.571917808219178,0.0,0.30178311105363603
74,2400,100,999528.8124081979,0.6809630031120741,148.4200871172422,1.0,1,0.5709459459459459,0.0,0.30178311105363603
75,2432,100,999528.8124081979,0.6809630031120741,148.24858137329755,1.0,1,0.5717333333333333,0.0,0.30178311105363603
76,2464,100,999528.8124081979,0.6809630031120741,148.42749095413876,1.0,1,0.5707894736842105,0.0,0.30178311105363603
77,2496,100,999528.8124081979,0.6809630031120741,148.26649714538746,1.0,1,0.5706493506493506,0.0,0.30178311105363603
78,2528,100,999528.8124081979,0.6809630031120741,148.25857237209834,1.0,1,0.571025641025641,0.0,0.30178311105363603
79,2560,100,999528.8124081979,0.6809630031120741,148.35364926662135,1.0,1,0.5713924050632911,0.0,0.30178311105363603
80,2592,100,999528.8124081979,0.6809630031120741,148.44096050429363,1.0,1,0.57075,0.0,0.30178311105363603
81,2624,100,999528.8124081979,0.6809630031120741,148.33448716151258,1.0,1,0.5702469135802469,0.0,0.30178311105363603
82,2656,100,999528.8124081979,0.6809630031120741,148.24871788520895,1.0,1,0.5692682926829268,0.0,0.30178311105363603
83,2688,100,999528.8124081979,0.6809630031120741,148.07454004917543,1.0,1,0.5687951807228916,0.0,0.30178311105363603
84,2720,100,999528.8124081979,0.6809630031120741,147.99812976738374,1.0,1,0.5691666666666667,0.0,0.30178311105363603
85,2752,100,999528.8124081979,0.6809630031120741,148.08493468010153,1.0,1,0.5682352941176471,0.0,0.30178311105363603
86,2784,100,999528.8124081979,0.6809630031120741,147.91561809665666,1.0,1,0.5682558139534883,0.0,0.30178311105363603
87,2816,100,999528.8124081979,0.6809630031120741,147.93960193397282,1.0,1,0.5694252873563218,0.0,0.30178311105363603
88,2848,100,999528.8124081979,0.6809630031120741,148.18460781599265,1.0,1,0.5688636363636363,0.0,0.30178311105363603
89,2880,100,999528.8124081979,0.6809630031120741,148.08174943883208,1.0,1,0.5683146067415731,0.0,0.30178311105363603
90,2912,100,999528.8124081979,0.6809630031120741,147.98237490614582,1.0,1,0.5681111111111111,0.0,0.30178311105363603
91,2944,100,999528.8124081979,0.6809630031120741,147.9568502775699,1.0,1,0.5683516483516483,0.0,0.30178311105363603
92,2976,100,999528.8124081979,0.6809630031120741,148.02031625004912,1.0,1,0.5680434782608695,0.0,0.30178311105363603
93,3008,100,999528.8124081979,0.6809630031120741,147.97192548003036,1.0,1,0.5676344086021505,0.0,0.30178311105363603
94,3040,100,999528.8124081979,0.6809630031120741,147.90043045976572,1.0,1,0.5674468085106383,0.0,0.30178311105363603
95,3072,100,999528.8124081979,0.6809630031120741,147.8799311575136,1.0,1,0.5676842105263158,0.0,0.30178311105363603
96,3104,100,999528.8124081979,0.6809630031120741,147.9387307575468,1.0,1,0.5671875,0.0,0.30178311105363603
97,3136,100,999528.8124081979,0.6809630031120741,147.85147761319757,1.0,1,0.5672164948453609,0.0,0.30178311105363603
98,3168,100,999528.8124081979,0.6809630031120741,147.86779314162138,1.0,1,0.5670408163265306,0.0,0.30178311105363603
99,3200,100,999528.8124081979,0.6809630031120741,147.84398870898897,1.0,1,0.5671717171717172,0.0,0.30178311105363603
