epoch,height,active_validators,total_stake,gini_coefficient,avg_synergy_score,finality_rate,slashing_events,governance_participation,cartel_control,byzantine_stake_ratio
0,32,100,999999.9999999993,0.6810709225030713,30.309677419354838,1.0,0,0.71,0.17521276467220193,0.06521701275201634
1,64,100,999999.9999999993,0.6810709225030713,314.41904761904766,1.0,0,1.37,0.17521276467220193,0.06521701275201634
2,96,100,999999.9999999993,0.6810709225030713,304.5494736842106,1.0,0,1.06,0.17521276467220193,0.06521701275201634
3,128,100,999999.9999999993,0.6810709225030713,313.2194225721785,1.0,0,0.9533333333333334,0.17521276467220193,0.06521701275201634
4,160,100,999999.9999999993,0.6810709225030713,316.53396226415094,1.0,0,0.8875,0.17521276467220193,0.06521701275201634
5,192,100,999999.9999999993,0.6810709225030713,314.52146596858637,1.0,0,0.858,0.17521276467220193,0.06521701275201634
6,224,100,999999.9999999993,0.6810709225030713,316.5381165919283,1.0,0,0.83,0.17521276467220193,0.06521701275201634
7,256,100,999999.9999999993,0.6810709225030713,315.06084033613445,1.0,0,0.8128571428571428,0.17521276467220193,0.06521701275201634
8,288,100,999999.9999999993,0.6810709225030713,314.99233449477356,1.0,0,0.79625,0.17521276467220193,0.06521701275201634
9,320,100,999999.9999999993,0.6810709225030713,313.55123650296065,1.0,0,0.7866666666666666,0.17521276467220193,0.06521701275201634
10,352,100,999999.9999999993,0.6810709225030713,313.64871794871794,1.0,0,0.784,0.17521276467220193,0.06521701275201634
11,384,100,999999.9999999993,0.6810709225030713,315.5350344172799,1.0,0,0.7772727272727272,0.17521276467220193,0.06521701275201634
12,416,100,999999.9999999993,0.6810709225030713,315.44240963855424,1.0,0,0.7725,0.17521276467220193,0.06521701275201634
13,448,100,999999.9999999993,0.6810709225030713,315.6790913784202,1.0,0,0.7692307692307693,0.17521276467220193,0.06521701275201634
14,480,100,999999.9999999993,0.6810709225030713,316.19967193558006,1.0,0,0.7642857142857142,0.17521276467220193,0.06521701275201634
15,512,100,999999.9999999993,0.6810709225030713,315.8276581865623,1.0,0,0.7526666666666667,0.17521276467220193,0.06521701275201634
16,544,100,999999.9999999993,0.6810709225030713,312.7273480662983,1.0,0,0.750625,0.17521276467220193,0.06521701275201634
17,576,100,999999.9999999993,0.6810709225030713,313.0677135549872,1.0,0,0.7488235294117647,0.17521276467220193,0.06521701275201634
18,608,100,999999.9999999993,0.6810709225030713,313.3598938312283,1.0,0,0.7455555555555555,0.17521276467220193,0.06521701275201634
19,640,100,999999.9999999993,0.6810709225030713,313.00471954534225,1.0,0,0.741578947368421,0.17521276467220193,0.06521701275201634
20,672,100,999999.9999999993,0.6810709225030713,312.2707898658719,1.0,0,0.741,0.17521276467220193,0.06521701275201634
21,704,100,999999.9999999993,0.6810709225030713,312.7606787238366,1.0,0,0.7390476190476191,0.17521276467220193,0.06521701275201634
22,736,100,999999.9999999993,0.6810709225030713,312.6589610389611,1.0,0,0.7377272727272727,0.17521276467220193,0.06521701275201634
23,768,100,999999.9999999993,0.6810709225030713,312.73179524970243,1.0,0,0.7356521739130435,0.17521276467220193,0.06521701275201634
24,800,100,999999.9999999993,0.6810709225030713,312.46070087609513,1.0,0,0.7354166666666667,0.17521276467220193,0.06521701275201634
25,832,100,999999.9999999993,0.6810709225030713,312.8516245487365,1.0,0,0.7328,0.17521276467220193,0.06521701275201634
26,864,100,999999.9999999993,0.6810709225030713,312.30188965148403,1.0,0,0.7323076923076923,0.17521276467220193,0.06521701275201634
27,896,100,999999.9999999993,0.6810709225030713,312.52993999586187,1.0,0,0.7296296296296296,0.17521276467220193,0.06521701275201634
28,928,100,999999.9999999993,0.6810709225030713,311.89167822468795,1.0,0,0.73,0.17521276467220193,0.06521701275201634
29,960,100,999999.9999999993,0.6810709225030713,312.39088849735714,1.0,0,0.7289655172413793,0.17521276467220193,0.06521701275201634
30,992,100,999999.9999999993,0.6810709225030713,312.3225697948201,1.0,0,0.729,0.17521276467220193,0.06521701275201634
31,1024,100,999999.9999999993,0.6810709225030713,312.64956011730203,1.0,0,0.7287096774193549,0.17521276467220193,0.06521701275201634
32,1056,100,999999.9999999993,0.6810709225030713,312.837654028436,1.0,0,0.7278125,0.17521276467220193,0.06521701275201634
33,1088,100,999999.9999999993,0.6810709225030713,312.76282791112607,1.0,0,0.7269696969696969,0.17521276467220193,0.06521701275201634
34,1120,100,999999.9999999993,0.6810709225030713,312.69615202649425,1.0,0,0.7270588235294118,0.17521276467220193,0.06521701275201634
35,1152,100,999999.9999999993,0.6810709225030713,312.973017252079,1.0,0,0.7248571428571429,0.17521276467220193,0.06521701275201634
36,1184,100,999999.9999999993,0.6810709225030713,312.3509345355499,1.0,0,0.7247222222222223,0.17521276467220193,0.06521701275201634
37,1216,100,999999.9999999993,0.6810709225030713,312.51405405405404,1.0,0,0.7251351351351352,0.17521276467220193,0.06521701275201634
38,1248,100,999999.9999999993,0.6810709225030713,312.8844046764867,1.0,0,0.7226315789473684,0.17521276467220193,0.06521701275201634
39,1280,100,999999.9999999993,0.6810709225030713,312.10122892484117,1.0,0,0.721025641025641,0.17521276467220193,0.06521701275201634
40,1312,100,999999.9999999993,0.6810709225030713,311.6608695652174,1.0,0,0.72175,0.17521276467220193,0.06521701275201634
41,1344,100,999999.9999999993,0.6810709225030713,312.1242849100122,1.0,0,0.7209756097560975,0.17521276467220193,0.06521701275201634
42,1376,100,999999.9999999993,0.6810709225030713,311.9852640692641,1.0,0,0.7209523809523809,0.17521276467220193,0.06521701275201634
43,1408,100,999999.9999999993,0.6810709225030713,312.13603907373437,1.0,0,0.7190697674418605,0.17521276467220193,0.06521701275201634
44,1440,100,999999.9999999993,0.6810709225030713,311.55560679764994,1.0,0,0.7175,0.17521276467220193,0.06521701275201634
45,1472,100,999999.9999999993,0.6810709225030713,311.08027796661383,1.0,0,0.7175555555555555,0.17521276467220193,0.06521701275201634
46,1504,100,999999.9999999993,0.6810709225030713,311.24109172958435,1.0,0,0.716304347826087,0.17521276467220193,0.06521701275201634
47,1536,100,999999.9999999993,0.6810709225030713,310.88364266407933,1.0,0,0.7153191489361702,0.17521276467220193,0.06521701275201634
48,1568,100,999999.9999999993,0.6810709225030713,310.6238459902149,1.0,0,0.7154166666666667,0.17521276467220193,0.06521701275201634
49,1600,100,999999.9999999993,0.6810709225030713,310.78150246965583,1.0,0,0.7144897959183674,0.17521276467220193,0.06521701275201634
50,1632,100,999999.9999999993,0.6810709225030713,310.54076026977316,1.0,0,0.7134,0.17521276467220193,0.06521701275201634
51,1664,100,999999.9999999993,0.6810709225030713,310.2202079869831,1.0,0,0.7123529411764706,0.17521276467220193,0.06521701275201634
52,1696,100,999999.9999999993,0.6810709225030713,309.91569775357385,1.0,0,0.7117307692307693,0.17521276467220193,0.06521701275201634
53,1728,100,999999.9999999993,0.6810709225030713,309.7755317870449,1.0,0,0.7120754716981132,0.17521276467220193,0.06521701275201634
